student_id,graduation_year,branch,cgpa,class_10_percent,class_12_percent,internships,research_papers,major_project_domain,skills,outcome,company_name,company_type,sector,package_lpa,active_backlogs,eligible,registered,shortlisted,appeared,cleared,interviewed,offer_received,offer_accepted,joined_company,eligible_for_placements,registered_for_placements,appeared_for_test,cleared_test,internship_converted_to_ppo,is_repeat_recruiter,recruiter_visit_year,placement_status,company_tier
S15_00038,2015,BT,7.49,87.61,79.53,0,0,Data Analysis,"Bioinformatics, Python, R, Data Analysis",Placed,KPMG,consulting,Consulting,7.51,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_2
S15_00039,2015,BT,7.52,72.5,70.62,0,0,Biotech Research,"Data Analysis, Bioinformatics, Tableau, Excel, Python",Placed,HCL,service,Tech,3.72,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00040,2015,ECE,7.37,82.06,72.78,0,0,Signal Processing,"Python, SQL",Placed,Samsung,product,Tech,14.36,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_2
S15_00041,2015,ME,6.98,59.37,60.35,0,0,Robotics,"AutoCAD, Ansys",Placed,ABB,core,Core Engineering,6.63,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_2
S15_00042,2015,CE,8.1,100.0,87.75,1,0,AutoCAD Design,"Excel, AutoCAD, Revit",Placed,Tata Steel,core,Core Engineering,10.55,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015,placed,tier_2
S15_00043,2015,ECE,7.21,67.44,60.43,3,0,Power Systems,"Embedded Systems, Python, VHDL",Placed,Salesforce,product,Tech,14.41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_2
S15_00044,2015,IT,8.82,85.45,86.15,2,1,Web Development,"SQL, React, Python, Node.js",Higher Studies,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,higher_studies,
S15_00045,2015,EE,7.32,80.66,76.31,4,0,Hardware & VLSI,"Power Systems, C++",Placed,Wipro,service,Tech,5.13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2015,placed,tier_3
S15_00046,2015,EE,7.6,87.87,76.26,0,1,Hardware & VLSI,"Power Systems, C++",Placed,HCL,service,Tech,4.54,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00047,2015,IT,8.68,65.35,73.35,0,2,Data Science,"React, AWS, Docker, Node.js",Higher Studies,,,,0.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,,higher_studies,
S15_00048,2015,EE,7.21,74.67,65.93,2,0,Power Systems,"C++, Excel",Placed,Swiggy,startup,Tech,9.48,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00049,2015,BT,7.26,81.17,67.38,0,0,Data Analysis,"Tableau, Excel",Placed,Infosys,service,Tech,4.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00050,2015,CE,7.56,87.82,74.88,3,0,Robotics,"Excel, Civil 3D, Revit, STAAD Pro",Unplaced,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,unplaced,
S15_00051,2015,CSE,8.51,90.39,80.08,1,2,Cybersecurity,"Java, TensorFlow",Placed,Amazon,product,Tech,24.72,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015,placed,tier_1
S15_00052,2015,BT,7.25,93.01,69.44,0,0,Data Analysis,"Excel, Data Analysis",Placed,Paytm,startup,Tech,9.25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_3
S15_00053,2015,CE,7.44,88.19,72.14,1,0,AutoCAD Design,"Project Management, Revit, Civil 3D, STAAD Pro, Excel",Placed,L&T,core,Core Engineering,10.2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,2015,placed,tier_2
S15_00054,2015,IT,8.52,91.19,84.87,3,1,Cloud Computing,"React, JavaScript, Java, SQL, Docker",Unplaced,,,,0.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,,unplaced,
S15_00055,2015,EE,7.1,74.82,68.7,0,0,Hardware & VLSI,"Excel, Power Systems, MATLAB",Placed,ABB,core,Core Engineering,9.96,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,2015,placed,tier_2
S15_00056,2015,CE,8.51,88.25,78.78,4,0,Structural Engineering,"Revit, AutoCAD, Project Management",Placed,Zomato,startup,Tech,7.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00057,2015,BT,6.47,78.88,75.16,0,0,Biotech Research,"SQL, Data Analysis, Bioinformatics, Python, Tableau",Placed,TCS,service,Tech,4.52,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_3
S15_00058,2015,CE,7.22,68.86,64.84,3,0,Project Management,"AutoCAD, Project Management, Civil 3D, Revit",Placed,ABB,core,Core Engineering,13.93,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00059,2015,ME,7.47,78.29,68.23,2,0,Robotics,"MATLAB, AutoCAD, Python, Ansys, Excel",Placed,Honeywell,core,Core Engineering,9.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00060,2015,CE,8.32,88.41,78.7,3,0,AutoCAD Design,"Revit, Project Management",Placed,GE,core,Core Engineering,6.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00061,2015,CSE,4.78,72.81,57.68,0,0,Machine Learning,"Node.js, Docker",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00062,2015,IT,8.23,80.02,78.52,2,0,Cybersecurity,"React, JavaScript, AWS, Java",Placed,Adobe,product,Tech,26.23,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_1
S15_00063,2015,EE,8.98,84.18,75.11,4,0,Hardware & VLSI,"IoT, Power Systems, Python",Higher Studies,,,,0.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,,higher_studies,
S15_00064,2015,ME,7.83,87.83,75.87,1,0,AutoCAD Design,"AutoCAD, Python, Project Management",Placed,Ola,startup,Tech,10.08,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00065,2015,IT,6.49,78.82,73.04,0,0,Data Science,"Node.js, HTML/CSS, JavaScript, Docker",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00066,2015,CE,6.01,82.42,69.86,0,0,AutoCAD Design,"Revit, Civil 3D, STAAD Pro, Excel, AutoCAD",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00067,2015,ME,7.08,84.51,70.57,0,0,Robotics,"MATLAB, Excel, AutoCAD, Project Management, Ansys",Unplaced,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,unplaced,
S15_00068,2015,IT,4.86,64.39,53.52,0,0,Mobile Apps,"HTML/CSS, Java",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00069,2015,CE,6.04,81.29,68.87,2,0,AutoCAD Design,"AutoCAD, Project Management, Civil 3D",Placed,Honeywell,core,Core Engineering,9.15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_2
S15_00070,2015,IT,7.6,67.11,61.0,3,1,Web Development,"JavaScript, Docker",Higher Studies,,,,0.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,,higher_studies,
S15_00071,2015,ME,8.23,99.72,86.25,1,0,Robotics,"Solidworks, Ansys, MATLAB",Placed,ABB,core,Core Engineering,10.32,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00072,2015,ME,5.69,68.03,64.28,1,0,Project Management,"Python, Solidworks",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00073,2015,EE,7.53,77.92,70.92,1,0,Embedded Systems,"IoT, Power Systems, C++, MATLAB, Excel",Placed,L&T,core,Core Engineering,8.96,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00074,2015,BT,6.57,84.63,65.76,0,0,Bioinformatics,"Tableau, Bioinformatics, SQL, Python, Excel",Placed,HCL,service,Tech,4.65,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_3
S15_00075,2015,BT,7.09,74.32,69.11,1,0,Clinical Analytics,"R, Bioinformatics",Placed,HCL,service,Tech,3.51,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00076,2015,CE,8.02,89.56,74.9,0,1,AutoCAD Design,"Excel, STAAD Pro",Unplaced,,,,0.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,,unplaced,
S15_00077,2015,CE,9.03,86.65,76.12,0,0,Solidworks Modeling,"STAAD Pro, Revit, Project Management, Excel",Placed,GE,core,Core Engineering,10.05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_2
S15_00078,2015,CSE,9.11,97.03,88.83,0,0,Blockchain,"C++, Python, Docker, Java",Placed,Microsoft,product,Tech,33.46,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_1
S15_00079,2015,CE,7.35,82.63,77.21,0,0,AutoCAD Design,"Excel, Revit, Civil 3D, AutoCAD, Project Management",Placed,GE,core,Core Engineering,10.2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_2
S15_00080,2015,EE,6.74,73.72,68.12,0,0,Signal Processing,"Python, MATLAB, AutoCAD, Power Systems, C++",Placed,Reliance,core,Core Engineering,10.05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00081,2015,BT,8.53,97.71,84.51,3,0,Clinical Analytics,"Tableau, Data Analysis, SQL, R",Higher Studies,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,higher_studies,
S15_00082,2015,ECE,5.87,74.5,59.85,0,0,Robotics,"MATLAB, IoT, Embedded Systems, SQL",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,entrepreneurship,
S15_00083,2015,ME,6.02,83.65,68.2,2,0,Solidworks Modeling,"Project Management, Ansys, Solidworks, Python, Excel",Unplaced,,,,0.0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,,unplaced,
S15_00084,2015,ECE,7.43,79.87,75.45,0,0,IoT,"C++, VHDL",Placed,Swiggy,startup,Tech,7.79,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_2
S15_00085,2015,IT,6.34,72.37,68.25,1,0,Cybersecurity,"React, Docker, JavaScript, Java, Node.js",Placed,EY,consulting,Consulting,9.83,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_2
S15_00086,2015,ECE,6.34,72.65,59.74,0,0,Power Systems,"VHDL, MATLAB, SQL, IoT, Embedded Systems",Unplaced,,,,0.0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,,unplaced,
S15_00087,2015,ME,7.79,83.43,76.88,0,0,AutoCAD Design,"Ansys, Excel, AutoCAD",Unplaced,,,,0.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,,unplaced,
S15_00088,2015,ECE,6.83,77.06,64.67,0,0,Hardware & VLSI,"C++, SQL, MATLAB",Placed,TCS,service,Tech,4.24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_3
S15_00089,2015,IT,5.92,73.99,64.47,0,0,Cloud Computing,"Node.js, Python, AWS, SQL, JavaScript",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00090,2015,EE,8.56,87.86,80.6,2,0,Power Systems,"MATLAB, Python, C++, AutoCAD, Excel",Higher Studies,,,,0.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,,higher_studies,
S15_00091,2015,IT,5.99,76.58,61.44,0,0,Machine Learning,"AWS, Node.js, JavaScript, SQL, React",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00092,2015,IT,6.23,82.29,70.27,2,0,Cybersecurity,"HTML/CSS, Docker, Java, SQL, React",Placed,Cognizant,service,Tech,4.87,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00093,2015,EE,7.16,72.61,66.42,0,0,Power Systems,"AutoCAD, IoT, Power Systems, C++",Placed,ABB,core,Core Engineering,8.05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_2
S15_00094,2015,CE,7.07,82.02,71.86,2,0,AutoCAD Design,"Excel, AutoCAD, Revit, STAAD Pro",Placed,Bosch,core,Core Engineering,6.64,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00095,2015,CSE,4.6,64.92,55.65,0,0,Cloud Computing,"C++, Node.js, AWS, Docker",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,entrepreneurship,
S15_00096,2015,ME,7.81,86.23,73.36,0,0,Robotics,"Python, Solidworks, Ansys, AutoCAD",Placed,ABB,core,Core Engineering,10.28,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_2
S15_00097,2015,ME,8.56,90.99,87.23,1,0,Project Management,"Project Management, AutoCAD",Placed,Cognizant,service,Tech,3.82,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00098,2015,ME,6.4,63.46,68.26,1,0,Structural Engineering,"MATLAB, Project Management, Python, Ansys, Solidworks",Placed,Tech Mahindra,service,Tech,5.52,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_3
S15_00099,2015,CE,6.14,79.51,68.13,2,0,Robotics,"Civil 3D, Excel, Project Management, Revit, STAAD Pro",Placed,Reliance,core,Core Engineering,6.78,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00100,2015,CSE,5.45,77.54,59.87,0,0,Cybersecurity,"Docker, Python",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00101,2015,EE,6.95,83.61,68.2,3,0,Embedded Systems,"IoT, Python",Placed,Wipro,service,Tech,5.35,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00102,2015,ECE,7.68,97.53,78.93,0,0,Signal Processing,"Embedded Systems, VHDL, IoT, SQL, MATLAB",Placed,Cisco,product,Tech,14.92,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_2
S15_00103,2015,ME,8.86,89.78,79.56,0,1,Structural Engineering,"AutoCAD, Python, Project Management, Solidworks",Placed,L&T,core,Core Engineering,14.09,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,2015,placed,tier_2
S15_00104,2015,EE,7.25,80.11,71.28,0,0,Signal Processing,"IoT, C++, Power Systems, Python, MATLAB",Placed,GE,core,Core Engineering,7.06,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00105,2015,CSE,7.65,71.42,64.04,3,0,Web Development,"C++, Java, Node.js, Python",Placed,Swiggy,startup,Tech,7.85,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015,placed,tier_2
S15_00106,2015,CE,6.36,79.0,63.66,1,0,Structural Engineering,"Revit, Excel",Placed,Cognizant,service,Tech,4.31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00107,2015,ECE,6.27,71.18,58.39,1,0,Embedded Systems,"VHDL, C++, IoT",Unplaced,,,,0.0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,,unplaced,
S15_00108,2015,IT,6.68,73.1,61.65,3,0,Cybersecurity,"AWS, Node.js, React, Python, SQL",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00109,2015,CE,4.95,66.88,50.69,0,0,Robotics,"Civil 3D, Excel, Project Management, AutoCAD, STAAD Pro",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00110,2015,CSE,7.38,75.61,73.81,0,0,Web Development,"Python, React, Node.js",Placed,Salesforce,product,Tech,13.38,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_2
S15_00111,2015,CE,7.99,84.67,81.01,2,0,Robotics,"Revit, STAAD Pro, Project Management, AutoCAD, Excel",Placed,Reliance,core,Core Engineering,10.73,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_3
S15_00112,2015,CSE,8.3,92.77,84.04,2,0,Web Development,"AWS, Docker, Python, Node.js, React",Placed,Razorpay,startup,Tech,10.56,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_2
S15_00113,2015,BT,7.96,80.55,82.09,0,0,Data Analysis,"Bioinformatics, SQL, Tableau, Data Analysis, R",Placed,Razorpay,startup,Tech,13.87,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00114,2015,BT,8.0,92.82,83.54,0,0,Bioinformatics,"R, SQL, Excel",Placed,Capgemini,service,Tech,4.53,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00115,2015,ME,7.09,77.8,71.15,1,0,Project Management,"Python, MATLAB, Ansys, Solidworks, Excel",Placed,Siemens,core,Core Engineering,9.41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2015,placed,tier_2
S15_00116,2015,ECE,7.95,80.41,72.61,0,0,Embedded Systems,"Python, VHDL",Unplaced,,,,0.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,unplaced,
S15_00117,2015,BT,7.32,84.3,74.44,0,0,Bioinformatics,"Tableau, Data Analysis",Placed,Tech Mahindra,service,Tech,3.48,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_3
S15_00118,2015,IT,6.51,83.6,74.56,0,0,Blockchain,"SQL, HTML/CSS, JavaScript, Node.js",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00119,2015,IT,6.49,79.87,63.75,2,0,Cybersecurity,"AWS, Node.js, HTML/CSS, Docker",Unplaced,,,,0.0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,,unplaced,
S15_00120,2015,CE,7.36,67.22,61.46,2,0,Structural Engineering,"Excel, Civil 3D",Placed,Cognizant,service,Tech,3.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_3
